Temp_C,Date,Hour,AM_PM,Time,Date_Time,Logger_ID,MO,Tide_AMSL_m,Tide_ht,Pipe_position
13.133,2020-07-04,2:01:01,AM,2:01,7/4/2020 2:01,T6,E,1.1,M,Center
13.133,2020-07-04,3:01:01,AM,3:01,7/4/2020 3:01,T6,E,1.1,M,Center
12.631,2020-07-04,4:01:01,AM,4:01,7/4/2020 4:01,T6,E,1.1,M,Center
12.631,2020-07-04,5:01:01,AM,5:01,7/4/2020 5:01,T6,E,1.1,M,Center
12.631,2020-07-04,6:01:01,AM,6:01,7/4/2020 6:01,T6,E,1.1,M,Center
13.133,2020-07-04,7:01:01,AM,7:01,7/4/2020 7:01,T6,E,1.1,M,Center
13.634,2020-07-04,8:01:01,AM,8:01,7/4/2020 8:01,T6,E,1.1,M,Center
14.637,2020-07-04,9:01:01,AM,9:01,7/4/2020 9:01,T6,E,1.1,M,Center
16.141,2020-07-04,10:01:01,AM,10:01,7/4/2020 10:01,T6,E,1.1,M,Center
17.644,2020-07-04,11:01:01,AM,11:01,7/4/2020 11:01,T6,E,1.1,M,Center
17.644,2020-07-04,12:01:01,PM,12:01,7/4/2020 12:01,T6,E,1.1,M,Center
17.644,2020-07-04,1:01:01,PM,13:01,7/4/2020 13:01,T6,E,1.1,M,Center
19.147,2020-07-04,2:01:01,PM,14:01,7/4/2020 14:01,T6,E,1.1,M,Center
20.649,2020-07-04,3:01:01,PM,15:01,7/4/2020 15:01,T6,E,1.1,M,Center
21.65,2020-07-04,4:01:01,PM,16:01,7/4/2020 16:01,T6,E,1.1,M,Center
21.65,2020-07-04,5:01:01,PM,17:01,7/4/2020 17:01,T6,E,1.1,M,Center
16.141,2020-07-04,6:01:01,PM,18:01,7/4/2020 18:01,T6,E,1.1,M,Center
13.634,2020-07-04,7:01:01,PM,19:01,7/4/2020 19:01,T6,E,1.1,M,Center
13.133,2020-07-04,8:01:01,PM,20:01,7/4/2020 20:01,T6,E,1.1,M,Center
13.133,2020-07-04,9:01:01,PM,21:01,7/4/2020 21:01,T6,E,1.1,M,Center
13.634,2020-07-04,10:01:01,PM,22:01,7/4/2020 22:01,T6,E,1.1,M,Center
13.634,2020-07-04,11:01:01,PM,23:01,7/4/2020 23:01,T6,E,1.1,M,Center
13.133,2020-07-05,12:01:01,AM,0:01,7/5/2020 0:01,T6,E,1.1,M,Center
12.129,2020-07-05,1:01:01,AM,1:01,7/5/2020 1:01,T6,E,1.1,M,Center
11.126,2020-07-05,2:01:01,AM,2:01,7/5/2020 2:01,T6,E,1.1,M,Center
13.133,2020-07-05,3:01:01,AM,3:01,7/5/2020 3:01,T6,E,1.1,M,Center
13.634,2020-07-05,4:01:01,AM,4:01,7/5/2020 4:01,T6,E,1.1,M,Center
13.133,2020-07-05,5:01:01,AM,5:01,7/5/2020 5:01,T6,E,1.1,M,Center
13.133,2020-07-05,6:01:01,AM,6:01,7/5/2020 6:01,T6,E,1.1,M,Center
13.133,2020-07-05,7:01:01,AM,7:01,7/5/2020 7:01,T6,E,1.1,M,Center
13.133,2020-07-05,8:01:01,AM,8:01,7/5/2020 8:01,T6,E,1.1,M,Center
15.64,2020-07-05,9:01:01,AM,9:01,7/5/2020 9:01,T6,E,1.1,M,Center
17.644,2020-07-05,10:01:01,AM,10:01,7/5/2020 10:01,T6,E,1.1,M,Center
19.648,2020-07-05,11:01:01,AM,11:01,7/5/2020 11:01,T6,E,1.1,M,Center
21.65,2020-07-05,12:01:01,PM,12:01,7/5/2020 12:01,T6,E,1.1,M,Center
22.651,2020-07-05,1:01:01,PM,13:01,7/5/2020 13:01,T6,E,1.1,M,Center
23.652,2020-07-05,2:01:01,PM,14:01,7/5/2020 14:01,T6,E,1.1,M,Center
24.152,2020-07-05,3:01:01,PM,15:01,7/5/2020 15:01,T6,E,1.1,M,Center
24.652,2020-07-05,4:01:01,PM,16:01,7/5/2020 16:01,T6,E,1.1,M,Center
23.652,2020-07-05,5:01:01,PM,17:01,7/5/2020 17:01,T6,E,1.1,M,Center
22.151,2020-07-05,6:01:01,PM,18:01,7/5/2020 18:01,T6,E,1.1,M,Center
15.138,2020-07-05,7:01:01,PM,19:01,7/5/2020 19:01,T6,E,1.1,M,Center
14.136,2020-07-05,8:01:01,PM,20:01,7/5/2020 20:01,T6,E,1.1,M,Center
13.634,2020-07-05,9:01:01,PM,21:01,7/5/2020 21:01,T6,E,1.1,M,Center
13.634,2020-07-05,10:01:01,PM,22:01,7/5/2020 22:01,T6,E,1.1,M,Center
14.136,2020-07-05,11:01:01,PM,23:01,7/5/2020 23:01,T6,E,1.1,M,Center
14.136,2020-07-06,12:01:01,AM,0:01,7/6/2020 0:01,T6,E,1.1,M,Center
14.136,2020-07-06,1:01:01,AM,1:01,7/6/2020 1:01,T6,E,1.1,M,Center
13.133,2020-07-06,2:01:01,AM,2:01,7/6/2020 2:01,T6,E,1.1,M,Center
13.133,2020-07-06,3:01:01,AM,3:01,7/6/2020 3:01,T6,E,1.1,M,Center
14.136,2020-07-06,4:01:01,AM,4:01,7/6/2020 4:01,T6,E,1.1,M,Center
14.136,2020-07-06,5:01:01,AM,5:01,7/6/2020 5:01,T6,E,1.1,M,Center
13.634,2020-07-06,6:01:01,AM,6:01,7/6/2020 6:01,T6,E,1.1,M,Center
13.634,2020-07-06,7:01:01,AM,7:01,7/6/2020 7:01,T6,E,1.1,M,Center
13.634,2020-07-06,8:01:01,AM,8:01,7/6/2020 8:01,T6,E,1.1,M,Center
14.136,2020-07-06,9:01:01,AM,9:01,7/6/2020 9:01,T6,E,1.1,M,Center
16.141,2020-07-06,10:01:01,AM,10:01,7/6/2020 10:01,T6,E,1.1,M,Center
18.145,2020-07-06,11:01:01,AM,11:01,7/6/2020 11:01,T6,E,1.1,M,Center
19.648,2020-07-06,12:01:01,PM,12:01,7/6/2020 12:01,T6,E,1.1,M,Center
20.649,2020-07-06,1:01:01,PM,13:01,7/6/2020 13:01,T6,E,1.1,M,Center
21.65,2020-07-06,2:01:01,PM,14:01,7/6/2020 14:01,T6,E,1.1,M,Center
21.65,2020-07-06,3:01:01,PM,15:01,7/6/2020 15:01,T6,E,1.1,M,Center
21.15,2020-07-06,4:01:01,PM,16:01,7/6/2020 16:01,T6,E,1.1,M,Center
21.15,2020-07-06,5:01:01,PM,17:01,7/6/2020 17:01,T6,E,1.1,M,Center
20.649,2020-07-06,6:01:01,PM,18:01,7/6/2020 18:01,T6,E,1.1,M,Center
17.143,2020-07-06,7:01:01,PM,19:01,7/6/2020 19:01,T6,E,1.1,M,Center
14.136,2020-07-06,8:01:01,PM,20:01,7/6/2020 20:01,T6,E,1.1,M,Center
14.136,2020-07-06,9:01:01,PM,21:01,7/6/2020 21:01,T6,E,1.1,M,Center
14.136,2020-07-06,10:01:01,PM,22:01,7/6/2020 22:01,T6,E,1.1,M,Center
14.136,2020-07-06,11:01:01,PM,23:01,7/6/2020 23:01,T6,E,1.1,M,Center
14.136,2020-07-07,12:01:01,AM,0:01,7/7/2020 0:01,T6,E,1.1,M,Center
14.136,2020-07-07,1:01:01,AM,1:01,7/7/2020 1:01,T6,E,1.1,M,Center
13.634,2020-07-07,2:01:01,AM,2:01,7/7/2020 2:01,T6,E,1.1,M,Center
13.634,2020-07-07,3:01:01,AM,3:01,7/7/2020 3:01,T6,E,1.1,M,Center
13.634,2020-07-07,4:01:01,AM,4:01,7/7/2020 4:01,T6,E,1.1,M,Center
14.136,2020-07-07,5:01:01,AM,5:01,7/7/2020 5:01,T6,E,1.1,M,Center
14.136,2020-07-07,6:01:01,AM,6:01,7/7/2020 6:01,T6,E,1.1,M,Center
13.634,2020-07-07,7:01:01,AM,7:01,7/7/2020 7:01,T6,E,1.1,M,Center
13.634,2020-07-07,8:01:01,AM,8:01,7/7/2020 8:01,T6,E,1.1,M,Center
14.136,2020-07-07,9:01:01,AM,9:01,7/7/2020 9:01,T6,E,1.1,M,Center
15.138,2020-07-07,10:01:01,AM,10:01,7/7/2020 10:01,T6,E,1.1,M,Center
16.642,2020-07-07,11:01:01,AM,11:01,7/7/2020 11:01,T6,E,1.1,M,Center
18.646,2020-07-07,12:01:01,PM,12:01,7/7/2020 12:01,T6,E,1.1,M,Center
20.149,2020-07-07,1:01:01,PM,13:01,7/7/2020 13:01,T6,E,1.1,M,Center
21.15,2020-07-07,2:01:01,PM,14:01,7/7/2020 14:01,T6,E,1.1,M,Center
21.65,2020-07-07,3:01:01,PM,15:01,7/7/2020 15:01,T6,E,1.1,M,Center
21.15,2020-07-07,4:01:01,PM,16:01,7/7/2020 16:01,T6,E,1.1,M,Center
21.15,2020-07-07,5:01:01,PM,17:01,7/7/2020 17:01,T6,E,1.1,M,Center
20.149,2020-07-07,6:01:01,PM,18:01,7/7/2020 18:01,T6,E,1.1,M,Center
19.648,2020-07-07,7:01:01,PM,19:01,7/7/2020 19:01,T6,E,1.1,M,Center
15.138,2020-07-07,8:01:01,PM,20:01,7/7/2020 20:01,T6,E,1.1,M,Center
13.634,2020-07-07,9:01:01,PM,21:01,7/7/2020 21:01,T6,E,1.1,M,Center
13.634,2020-07-07,10:01:01,PM,22:01,7/7/2020 22:01,T6,E,1.1,M,Center
13.634,2020-07-07,11:01:01,PM,23:01,7/7/2020 23:01,T6,E,1.1,M,Center
13.634,2020-07-08,12:01:01,AM,0:01,7/8/2020 0:01,T6,E,1.1,M,Center
13.634,2020-07-08,1:01:01,AM,1:01,7/8/2020 1:01,T6,E,1.1,M,Center
13.634,2020-07-08,2:01:01,AM,2:01,7/8/2020 2:01,T6,E,1.1,M,Center
13.133,2020-07-08,3:01:01,AM,3:01,7/8/2020 3:01,T6,E,1.1,M,Center
12.631,2020-07-08,4:01:01,AM,4:01,7/8/2020 4:01,T6,E,1.1,M,Center
12.631,2020-07-08,5:01:01,AM,5:01,7/8/2020 5:01,T6,E,1.1,M,Center
12.631,2020-07-08,6:01:01,AM,6:01,7/8/2020 6:01,T6,E,1.1,M,Center
13.634,2020-07-08,7:01:01,AM,7:01,7/8/2020 7:01,T6,E,1.1,M,Center
14.136,2020-07-08,8:01:01,AM,8:01,7/8/2020 8:01,T6,E,1.1,M,Center
14.136,2020-07-08,9:01:01,AM,9:01,7/8/2020 9:01,T6,E,1.1,M,Center
15.138,2020-07-08,10:01:01,AM,10:01,7/8/2020 10:01,T6,E,1.1,M,Center
17.143,2020-07-08,11:01:01,AM,11:01,7/8/2020 11:01,T6,E,1.1,M,Center
19.648,2020-07-08,12:01:01,PM,12:01,7/8/2020 12:01,T6,E,1.1,M,Center
21.65,2020-07-08,1:01:01,PM,13:01,7/8/2020 13:01,T6,E,1.1,M,Center
22.651,2020-07-08,2:01:01,PM,14:01,7/8/2020 14:01,T6,E,1.1,M,Center
23.152,2020-07-08,3:01:01,PM,15:01,7/8/2020 15:01,T6,E,1.1,M,Center
23.152,2020-07-08,4:01:01,PM,16:01,7/8/2020 16:01,T6,E,1.1,M,Center
22.651,2020-07-08,5:01:01,PM,17:01,7/8/2020 17:01,T6,E,1.1,M,Center
22.151,2020-07-08,6:01:01,PM,18:01,7/8/2020 18:01,T6,E,1.1,M,Center
21.65,2020-07-08,7:01:01,PM,19:01,7/8/2020 19:01,T6,E,1.1,M,Center
19.147,2020-07-08,8:01:01,PM,20:01,7/8/2020 20:01,T6,E,1.1,M,Center
14.136,2020-07-08,9:01:01,PM,21:01,7/8/2020 21:01,T6,E,1.1,M,Center
13.634,2020-07-08,10:01:01,PM,22:01,7/8/2020 22:01,T6,E,1.1,M,Center
13.634,2020-07-08,11:01:01,PM,23:01,7/8/2020 23:01,T6,E,1.1,M,Center
13.634,2020-07-09,12:01:01,AM,0:01,7/9/2020 0:01,T6,E,1.1,M,Center
13.634,2020-07-09,1:01:01,AM,1:01,7/9/2020 1:01,T6,E,1.1,M,Center
14.136,2020-07-09,2:01:01,AM,2:01,7/9/2020 2:01,T6,E,1.1,M,Center
14.136,2020-07-09,3:01:01,AM,3:01,7/9/2020 3:01,T6,E,1.1,M,Center
13.634,2020-07-09,4:01:01,AM,4:01,7/9/2020 4:01,T6,E,1.1,M,Center
13.634,2020-07-09,5:01:01,AM,5:01,7/9/2020 5:01,T6,E,1.1,M,Center
13.634,2020-07-09,6:01:01,AM,6:01,7/9/2020 6:01,T6,E,1.1,M,Center
14.136,2020-07-09,7:01:01,AM,7:01,7/9/2020 7:01,T6,E,1.1,M,Center
14.136,2020-07-09,8:01:01,AM,8:01,7/9/2020 8:01,T6,E,1.1,M,Center
14.637,2020-07-09,9:01:01,AM,9:01,7/9/2020 9:01,T6,E,1.1,M,Center
14.637,2020-07-09,10:01:01,AM,10:01,7/9/2020 10:01,T6,E,1.1,M,Center
15.138,2020-07-09,11:01:01,AM,11:01,7/9/2020 11:01,T6,E,1.1,M,Center
16.141,2020-07-09,12:01:01,PM,12:01,7/9/2020 12:01,T6,E,1.1,M,Center
17.644,2020-07-09,1:01:01,PM,13:01,7/9/2020 13:01,T6,E,1.1,M,Center
18.145,2020-07-09,2:01:01,PM,14:01,7/9/2020 14:01,T6,E,1.1,M,Center
19.648,2020-07-09,3:01:01,PM,15:01,7/9/2020 15:01,T6,E,1.1,M,Center
20.149,2020-07-09,4:01:01,PM,16:01,7/9/2020 16:01,T6,E,1.1,M,Center
20.649,2020-07-09,5:01:01,PM,17:01,7/9/2020 17:01,T6,E,1.1,M,Center
20.649,2020-07-09,6:01:01,PM,18:01,7/9/2020 18:01,T6,E,1.1,M,Center
19.147,2020-07-09,7:01:01,PM,19:01,7/9/2020 19:01,T6,E,1.1,M,Center
18.145,2020-07-09,8:01:01,PM,20:01,7/9/2020 20:01,T6,E,1.1,M,Center
15.138,2020-07-09,9:01:01,PM,21:01,7/9/2020 21:01,T6,E,1.1,M,Center
13.634,2020-07-09,10:01:01,PM,22:01,7/9/2020 22:01,T6,E,1.1,M,Center
13.634,2020-07-09,11:01:01,PM,23:01,7/9/2020 23:01,T6,E,1.1,M,Center
13.634,2020-07-10,12:01:01,AM,0:01,7/10/2020 0:01,T6,E,1.1,M,Center
13.634,2020-07-10,1:01:01,AM,1:01,7/10/2020 1:01,T6,E,1.1,M,Center
13.634,2020-07-10,2:01:01,AM,2:01,7/10/2020 2:01,T6,E,1.1,M,Center
13.634,2020-07-10,3:01:01,AM,3:01,7/10/2020 3:01,T6,E,1.1,M,Center
12.631,2020-07-10,4:01:01,AM,4:01,7/10/2020 4:01,T6,E,1.1,M,Center
11.627,2020-07-10,5:01:01,AM,5:01,7/10/2020 5:01,T6,E,1.1,M,Center
11.126,2020-07-10,6:01:01,AM,6:01,7/10/2020 6:01,T6,E,1.1,M,Center
12.129,2020-07-10,7:01:01,AM,7:01,7/10/2020 7:01,T6,E,1.1,M,Center
13.634,2020-07-10,8:01:01,AM,8:01,7/10/2020 8:01,T6,E,1.1,M,Center
15.64,2020-07-10,9:01:01,AM,9:01,7/10/2020 9:01,T6,E,1.1,M,Center
17.644,2020-07-10,10:01:01,AM,10:01,7/10/2020 10:01,T6,E,1.1,M,Center
19.147,2020-07-10,11:01:01,AM,11:01,7/10/2020 11:01,T6,E,1.1,M,Center
19.648,2020-07-10,12:01:01,PM,12:01,7/10/2020 12:01,T6,E,1.1,M,Center
20.649,2020-07-10,1:01:01,PM,13:01,7/10/2020 13:01,T6,E,1.1,M,Center
21.65,2020-07-10,2:01:01,PM,14:01,7/10/2020 14:01,T6,E,1.1,M,Center
22.151,2020-07-10,3:01:01,PM,15:01,7/10/2020 15:01,T6,E,1.1,M,Center
22.651,2020-07-10,4:01:01,PM,16:01,7/10/2020 16:01,T6,E,1.1,M,Center
22.151,2020-07-10,5:01:01,PM,17:01,7/10/2020 17:01,T6,E,1.1,M,Center
21.65,2020-07-10,6:01:01,PM,18:01,7/10/2020 18:01,T6,E,1.1,M,Center
20.649,2020-07-10,7:01:01,PM,19:01,7/10/2020 19:01,T6,E,1.1,M,Center
19.648,2020-07-10,8:01:01,PM,20:01,7/10/2020 20:01,T6,E,1.1,M,Center
18.646,2020-07-10,9:01:01,PM,21:01,7/10/2020 21:01,T6,E,1.1,M,Center
15.138,2020-07-10,10:01:01,PM,22:01,7/10/2020 22:01,T6,E,1.1,M,Center
14.136,2020-07-10,11:01:01,PM,23:01,7/10/2020 23:01,T6,E,1.1,M,Center
14.136,2020-07-11,12:01:01,AM,0:01,7/11/2020 0:01,T6,E,1.1,M,Center
14.136,2020-07-11,1:01:01,AM,1:01,7/11/2020 1:01,T6,E,1.1,M,Center
14.136,2020-07-11,2:01:01,AM,2:01,7/11/2020 2:01,T6,E,1.1,M,Center
14.136,2020-07-11,3:01:01,AM,3:01,7/11/2020 3:01,T6,E,1.1,M,Center
13.133,2020-07-11,4:01:01,AM,4:01,7/11/2020 4:01,T6,E,1.1,M,Center
12.631,2020-07-11,5:01:01,AM,5:01,7/11/2020 5:01,T6,E,1.1,M,Center
12.631,2020-07-11,6:01:01,AM,6:01,7/11/2020 6:01,T6,E,1.1,M,Center
13.133,2020-07-11,7:01:01,AM,7:01,7/11/2020 7:01,T6,E,1.1,M,Center
13.634,2020-07-11,8:01:01,AM,8:01,7/11/2020 8:01,T6,E,1.1,M,Center
14.136,2020-07-11,9:01:01,AM,9:01,7/11/2020 9:01,T6,E,1.1,M,Center
15.138,2020-07-11,10:01:01,AM,10:01,7/11/2020 10:01,T6,E,1.1,M,Center
15.64,2020-07-11,11:01:01,AM,11:01,7/11/2020 11:01,T6,E,1.1,M,Center
16.642,2020-07-11,12:01:01,PM,12:01,7/11/2020 12:01,T6,E,1.1,M,Center
17.143,2020-07-11,1:01:01,PM,13:01,7/11/2020 13:01,T6,E,1.1,M,Center
16.642,2020-07-11,2:01:01,PM,14:01,7/11/2020 14:01,T6,E,1.1,M,Center
16.141,2020-07-11,3:01:01,PM,15:01,7/11/2020 15:01,T6,E,1.1,M,Center
16.141,2020-07-11,4:01:01,PM,16:01,7/11/2020 16:01,T6,E,1.1,M,Center
15.64,2020-07-11,5:01:01,PM,17:01,7/11/2020 17:01,T6,E,1.1,M,Center
15.64,2020-07-11,6:01:01,PM,18:01,7/11/2020 18:01,T6,E,1.1,M,Center
15.138,2020-07-11,7:01:01,PM,19:01,7/11/2020 19:01,T6,E,1.1,M,Center
15.138,2020-07-11,8:01:01,PM,20:01,7/11/2020 20:01,T6,E,1.1,M,Center
15.138,2020-07-11,9:01:01,PM,21:01,7/11/2020 21:01,T6,E,1.1,M,Center
14.637,2020-07-11,10:01:01,PM,22:01,7/11/2020 22:01,T6,E,1.1,M,Center
14.637,2020-07-11,11:01:01,PM,23:01,7/11/2020 23:01,T6,E,1.1,M,Center
14.637,2020-07-12,12:01:01,AM,0:01,7/12/2020 0:01,T6,E,1.1,M,Center
14.637,2020-07-12,1:01:01,AM,1:01,7/12/2020 1:01,T6,E,1.1,M,Center
14.637,2020-07-12,2:01:01,AM,2:01,7/12/2020 2:01,T6,E,1.1,M,Center
14.637,2020-07-12,3:01:01,AM,3:01,7/12/2020 3:01,T6,E,1.1,M,Center
13.634,2020-07-12,4:01:01,AM,4:01,7/12/2020 4:01,T6,E,1.1,M,Center
13.133,2020-07-12,5:01:01,AM,5:01,7/12/2020 5:01,T6,E,1.1,M,Center
12.631,2020-07-12,6:01:01,AM,6:01,7/12/2020 6:01,T6,E,1.1,M,Center
13.133,2020-07-12,7:01:01,AM,7:01,7/12/2020 7:01,T6,E,1.1,M,Center
13.634,2020-07-12,8:01:01,AM,8:01,7/12/2020 8:01,T6,E,1.1,M,Center
15.64,2020-07-12,9:01:01,AM,9:01,7/12/2020 9:01,T6,E,1.1,M,Center
18.145,2020-07-12,10:01:01,AM,10:01,7/12/2020 10:01,T6,E,1.1,M,Center
20.649,2020-07-12,11:01:01,AM,11:01,7/12/2020 11:01,T6,E,1.1,M,Center
22.151,2020-07-12,12:01:01,PM,12:01,7/12/2020 12:01,T6,E,1.1,M,Center
23.152,2020-07-12,1:01:01,PM,13:01,7/12/2020 13:01,T6,E,1.1,M,Center
24.152,2020-07-12,2:01:01,PM,14:01,7/12/2020 14:01,T6,E,1.1,M,Center
24.152,2020-07-12,3:01:01,PM,15:01,7/12/2020 15:01,T6,E,1.1,M,Center
23.652,2020-07-12,4:01:01,PM,16:01,7/12/2020 16:01,T6,E,1.1,M,Center
23.152,2020-07-12,5:01:01,PM,17:01,7/12/2020 17:01,T6,E,1.1,M,Center
22.151,2020-07-12,6:01:01,PM,18:01,7/12/2020 18:01,T6,E,1.1,M,Center
21.15,2020-07-12,7:01:01,PM,19:01,7/12/2020 19:01,T6,E,1.1,M,Center
20.149,2020-07-12,8:01:01,PM,20:01,7/12/2020 20:01,T6,E,1.1,M,Center
19.147,2020-07-12,9:01:01,PM,21:01,7/12/2020 21:01,T6,E,1.1,M,Center
17.644,2020-07-12,10:01:01,PM,22:01,7/12/2020 22:01,T6,E,1.1,M,Center
15.64,2020-07-12,11:01:01,PM,23:01,7/12/2020 23:01,T6,E,1.1,M,Center
15.138,2020-07-13,12:01:01,AM,0:01,7/13/2020 0:01,T6,E,1.1,M,Center
15.138,2020-07-13,1:01:01,AM,1:01,7/13/2020 1:01,T6,E,1.1,M,Center
14.637,2020-07-13,2:01:01,AM,2:01,7/13/2020 2:01,T6,E,1.1,M,Center
14.637,2020-07-13,3:01:01,AM,3:01,7/13/2020 3:01,T6,E,1.1,M,Center
13.634,2020-07-13,4:01:01,AM,4:01,7/13/2020 4:01,T6,E,1.1,M,Center
12.631,2020-07-13,5:01:01,AM,5:01,7/13/2020 5:01,T6,E,1.1,M,Center
12.129,2020-07-13,6:01:01,AM,6:01,7/13/2020 6:01,T6,E,1.1,M,Center
12.129,2020-07-13,7:01:01,AM,7:01,7/13/2020 7:01,T6,E,1.1,M,Center
14.136,2020-07-13,8:01:01,AM,8:01,7/13/2020 8:01,T6,E,1.1,M,Center
16.642,2020-07-13,9:01:01,AM,9:01,7/13/2020 9:01,T6,E,1.1,M,Center
19.648,2020-07-13,10:01:01,AM,10:01,7/13/2020 10:01,T6,E,1.1,M,Center
21.15,2020-07-13,11:01:01,AM,11:01,7/13/2020 11:01,T6,E,1.1,M,Center
22.651,2020-07-13,12:01:01,PM,12:01,7/13/2020 12:01,T6,E,1.1,M,Center
24.152,2020-07-13,1:01:01,PM,13:01,7/13/2020 13:01,T6,E,1.1,M,Center
24.652,2020-07-13,2:01:01,PM,14:01,7/13/2020 14:01,T6,E,1.1,M,Center
25.652,2020-07-13,3:01:01,PM,15:01,7/13/2020 15:01,T6,E,1.1,M,Center
25.652,2020-07-13,4:01:01,PM,16:01,7/13/2020 16:01,T6,E,1.1,M,Center
24.652,2020-07-13,5:01:01,PM,17:01,7/13/2020 17:01,T6,E,1.1,M,Center
23.652,2020-07-13,6:01:01,PM,18:01,7/13/2020 18:01,T6,E,1.1,M,Center
22.151,2020-07-13,7:01:01,PM,19:01,7/13/2020 19:01,T6,E,1.1,M,Center
20.649,2020-07-13,8:01:01,PM,20:01,7/13/2020 20:01,T6,E,1.1,M,Center
19.648,2020-07-13,9:01:01,PM,21:01,7/13/2020 21:01,T6,E,1.1,M,Center
18.145,2020-07-13,10:01:01,PM,22:01,7/13/2020 22:01,T6,E,1.1,M,Center
17.143,2020-07-13,11:01:01,PM,23:01,7/13/2020 23:01,T6,E,1.1,M,Center
15.64,2020-07-14,12:01:01,AM,0:01,7/14/2020 0:01,T6,E,1.1,M,Center
15.138,2020-07-14,1:01:01,AM,1:01,7/14/2020 1:01,T6,E,1.1,M,Center
15.138,2020-07-14,2:01:01,AM,2:01,7/14/2020 2:01,T6,E,1.1,M,Center
15.138,2020-07-14,3:01:01,AM,3:01,7/14/2020 3:01,T6,E,1.1,M,Center
14.136,2020-07-14,4:01:01,AM,4:01,7/14/2020 4:01,T6,E,1.1,M,Center
13.133,2020-07-14,5:01:01,AM,5:01,7/14/2020 5:01,T6,E,1.1,M,Center
12.631,2020-07-14,6:01:01,AM,6:01,7/14/2020 6:01,T6,E,1.1,M,Center
13.133,2020-07-14,7:01:01,AM,7:01,7/14/2020 7:01,T6,E,1.1,M,Center
15.64,2020-07-14,8:01:01,AM,8:01,7/14/2020 8:01,T6,E,1.1,M,Center
18.145,2020-07-14,9:01:01,AM,9:01,7/14/2020 9:01,T6,E,1.1,M,Center
